name,price,img,description
Geely Atlas Pro,"
$22800

2037408сом
",https://im.mashina.kg/tachka/images//a/4/9/a4912da490091b767d508fcc6db3fb16_240x180.jpg,"

2023г.,1.5л.,автомат



внедорожник5дв.,бензин

рульслева,20км
"
Changan UNI-T,"
$21800

1948048сом
",https://im.mashina.kg/tachka/images//5/c/a/5caa932d87c95d2cec03a8b33c3ce2b4_240x180.jpg,"

2023г.,1.5л.,робот



внедорожник5дв.,бензин

рульслева,10км
"
Audi 80,"
$1455

130000сом
",https://im.mashina.kg/tachka/images//7/8/1/7810d6730080238aa6e4c76448e48433_240x180.jpg,"

1987г.,1.8л.,механика



седан,бензин

рульслева,258000км
"
Volkswagen Passat,"
$2798

250000сом
",https://im.mashina.kg/tachka/images//2/3/c/23c17f2c3dcd3b144e6ff49ed1e60969_240x180.jpg,"

1995г.,1.8л.,механика



седан,бензин

рульслева,200000км
"
Hyundai Santa Fe,"
$35000

3127600сом
",https://im.mashina.kg/tachka/images//1/5/c/15cb8363cd2dc1e7178405408dcd6e1f_240x180.jpg,"

2022г.,2.5л.,робот



внедорожник5дв.,бензин

рульслева,10000км
"
Mercedes-Benz E-класс,"
$13700

1224232сом
",https://im.mashina.kg/tachka/images//d/0/d/d0d3965a127b7f685a52de2e7350c75b_240x180.jpg,"

2002г.,5л.,автомат



седан,бензин

рульслева,167000км
"
Hyundai Maxcruz,"
$23400

2091024сом
",https://im.mashina.kg/tachka/images//b/a/e/bae5cf915bd0bc506096cf85acb3b4bf_240x180.jpg,"

2017г.,2.2л.,автомат



внедорожник5дв.,дизель

рульслева,125000км
"
Nissan Patrol,"
$23100

2064216сом
",https://im.mashina.kg/tachka/images//8/2/b/82b46117f3ccee7839b2ee19120e964d_240x180.jpg,"

2012г.,5.6л.,автомат



внедорожник5дв.,бензин

рульслева,197000км
"
Geely Boyue Cool,"
$22800

2037408сом
",https://im.mashina.kg/tachka/images//6/1/e/61ebe0ed86851ffc306a7b85ad31b5ad_240x180.jpg,"

2023г.,1.5л.,робот



внедорожник5дв.,бензин

рульслева,10км
"
Toyota Camry,"
$10100

902536сом
",https://im.mashina.kg/tachka/images//b/5/2/b524f10857db078722ea9e3a6bb70821_240x180.jpg,"

2004г.,2.4л.,автомат



седан,бензин

рульслева,198000км
"
Mercedes-Benz C-Класс,"
$6267

560000сом
",https://im.mashina.kg/tachka/images//e/7/2/e72aa3e827ec8c024d2cd6e6b37434b9_240x180.jpg,"

2000г.,3.2л.,автомат



седан,бензин

рульслева,175806км
"
Toyota Alphard,"
$14200

1268912сом
",https://im.mashina.kg/tachka/images//4/8/f/48f74821c33cfd60c9fd2c508657035d_240x180.jpg,"

2007г.,3л.,автомат



минивэн,бензин

рульсправа,350000км
"
ВАЗ (Lada) 2107,"
$727

65000сом
",https://im.mashina.kg/tachka/images//d/0/a/d0ab5f46a139df5757889ee07fe1d99f_240x180.jpg,"

2005г.,1.6л.,механика



седан,бензин

рульслева,125421км
"
Mercedes-Benz E-класс,"
$8000

714880сом
",https://im.mashina.kg/tachka/images//1/e/5/1e50bc07da8b72c378a5543b73b83a16_240x180.jpg,"

2001г.,3.2л.,автомат



седан,бензин

рульслева,256398км
"
LiXiang L9,"
$66500

5942440сом
",https://im.mashina.kg/tachka/images//f/7/b/f7bab9f40c9a1f3cea1ef724389a1f69_240x180.jpg,"

2023г.,1.5л.,автомат



внедорожник5дв.,гибрид

рульслева,10км
"
Honda S-MX,"
$4129

369000сом
",https://im.mashina.kg/tachka/images//a/2/8/a287001e2be1add0a7e3c2bdc6f0d30d_240x180.jpg,"

1996г.,2л.,автомат



компактвэн,бензин

рульсправа,263954км
"
LiXiang L7,"
$55200

4932672сом
",https://im.mashina.kg/tachka/images//1/5/1/15148e7567658a0f8970d47763f3f6e5_240x180.jpg,"

2023г.,1.5л.,автомат



внедорожник5дв.,гибрид

рульслева,10км
"
Hyundai Sonata,"
$13300

1188488сом
",https://im.mashina.kg/tachka/images//d/6/0/d607955bbfbd6c0ffac674728bb658b5_240x180.jpg,"

2018г.,2л.,автомат



седан,газ

рульслева,220000км
"
Mitsubishi Lancer,"
$4476

400000сом
",https://im.mashina.kg/tachka/images//b/5/2/b52f69c415cb4139f07894c24179c0e8_240x180.jpg,"

2004г.,1.6л.,механика



универсал,бензин

рульслева,380000км
"
Lexus GX,"
$20500

1831880сом
",https://im.mashina.kg/tachka/images//7/4/c/74c00450b80fb5bb031080fab3b766ee_240x180.jpg,"

2005г.,4.7л.,автомат



внедорожник5дв.,бензин

рульслева,283284км
"
Hyundai Sonata,"
$9499

848831сом
",https://im.mashina.kg/tachka/images//a/5/d/a5dbf7dfc99ebe01674d13e1a49b9391_240x180.jpg,"

2011г.,2л.,автомат



седан,газ

рульслева,246000км
"
Chevrolet Monza,"
$14700

1313592сом
",https://im.mashina.kg/tachka/images//9/e/0/9e0e3c058d4cc6efd79fa824eae5504b_240x180.jpg,"

2023г.,1.5л.,робот



седан,бензин

рульслева,8км
"
Volkswagen ID.6,"
$32000

2859520сом
",https://im.mashina.kg/tachka/images//5/2/a/52aeabeedad9d05d6d8002d04453b2cb_240x180.jpg,"

2022г.,автомат



внедорожник5дв.,электро

рульслева,6000км
"
Mercedes-Benz E-класс,"
$7000

625520сом
",https://im.mashina.kg/tachka/images//9/0/7/9070e4d20fa23587c1df78cc6a190461_240x180.jpg,"

1998г.,4.3л.,автомат



седан,бензин

рульслева,285248км
"
Geely Atlas,"
$23500

2099960сом
",https://im.mashina.kg/tachka/images//b/1/a/b1a803cadcef3244d85f86030f1710df_240x180.jpg,"

2023г.,1.8л.,автомат



внедорожник5дв.,бензин

рульслева,11км
"
Honda Accord,"
$24999

2233911сом
",https://im.mashina.kg/tachka/images//0/0/5/005e5fc8743ba78204616ec87453e85c_240x180.jpg,"

2020г.,1.5л.,вариатор



седан,бензин

рульслева,49000км
"
Daewoo Matiz,"
$3133

280000сом
",https://im.mashina.kg/tachka/images//6/c/2/6c23b4ee7e2fae274f56ce552bc49545_240x180.jpg,"

2011г.,0.8л.,механика



хэтчбек5дв.,бензин

рульслева,200000км
"
Changan UNI-K,"
$26300

2350168сом
",https://im.mashina.kg/tachka/images//6/2/b/62bfb69f1ac2af0ee9c6cc431ed20bb5_240x180.jpg,"

2023г.,2л.,автомат



внедорожник5дв.,бензин

рульслева,10км
"
Geely Coolray,"
$19500

1742520сом
",https://im.mashina.kg/tachka/images//f/a/4/fa4457aee4737a1bb597ebbda7c0b7d6_240x180.jpg,"

2023г.,1.5л.,робот



внедорожник5дв.,бензин

рульслева,10км
"
Toyota RAV4,"
$28000

2502080сом
",https://im.mashina.kg/tachka/images//3/e/9/3e9d0efc85bd6771a0928c9c499e1f2e_240x180.jpg,"

2019г.,2.5л.,автомат



внедорожник5дв.,гибрид

рульслева,120000км
"
Hyundai Santa Fe,"
$23000

2055280сом
",https://im.mashina.kg/tachka/images//e/a/9/ea956d7b8be03a377025b43a4dbba2cb_240x180.jpg,"

2017г.,2л.,автомат



внедорожник5дв.,дизель

рульслева,52000км
"
Hyundai Tucson,"
$23200

2073152сом
",https://im.mashina.kg/tachka/images//d/1/b/d1b9d7a69255f80298f0e0927c839b64_240x180.jpg,"

2017г.,2л.,автомат



внедорожник5дв.,дизель

рульслева,85000км
"
BMW X7,"
$60000

5361600сом
",https://im.mashina.kg/tachka/images//b/0/6/b064657c88035ec65616085c44c5119d_240x180.jpg,"

2019г.,3л.,автомат



внедорожник5дв.,бензин

рульслева,52000км
"
Voyah Free,"
$42000

3753120сом
",https://im.mashina.kg/tachka/images//6/4/f/64f89540ce8b3844dcc41408526e4701_240x180.jpg,"

2023г.,1.5л.,автомат



внедорожник5дв.,гибрид

рульслева,50км
"
Volkswagen Tiguan,"
$27500

2457400сом
",https://im.mashina.kg/tachka/images//9/8/c/98cb2bceaad989af7c7c6fd59078d793_240x180.jpg,"

2018г.,2л.,робот



внедорожник5дв.,дизель

рульслева,98300км
"
Toyota Camry,"
$9800

875728сом
",https://im.mashina.kg/tachka/images//0/6/0/060983f7801fc817a6270beddffa3707_240x180.jpg,"

2007г.,2.4л.,автомат



седан,бензин

рульслева,300000км
"
Kia K5 III Седан,"
$25500

2278680сом
",https://im.mashina.kg/tachka/images//0/f/d/0fd7d5c6bc1e230651515f5db9e64136_240x180.jpg,"

2020г.,2л.,автомат



седан,бензин

рульслева,114000км
"
Kia Sportage,"
$21900

1956984сом
",https://im.mashina.kg/tachka/images//c/1/9/c199a9fe875335c3d4b9454f72b843fa_240x180.jpg,"

2019г.,2л.,автомат



внедорожник5дв.,дизель

рульслева,37500км
"
Kia Sportage,"
$17400

1554864сом
",https://im.mashina.kg/tachka/images//1/4/9/14965d75f965c30b67df79d6e61949e0_240x180.jpg,"

2017г.,2л.,автомат



внедорожник5дв.,дизель

рульслева,74000км
"
Hyundai Santa Fe,"
$24500

2189320сом
",https://im.mashina.kg/tachka/images//5/8/6/5865380fcde1b5988ef9a9e201b36945_240x180.jpg,"

2016г.,2.2л.,автомат



внедорожник5дв.,дизель

рульслева,93200км
"
Hyundai Sonata,"
$8953

800000сом
",https://im.mashina.kg/tachka/images//b/7/8/b783053820a7765201a78956dae3a8ab_240x180.jpg,"

2010г.,2л.,механика



седан,бензин

рульслева,243535км
"
Kia Sorento,"
$24500

2189320сом
",https://im.mashina.kg/tachka/images//b/a/b/bab7504e83d8d491a8659939cc27cca9_240x180.jpg,"

2017г.,2.2л.,автомат



внедорожник5дв.,дизель

рульслева,90000км
"
BMW X5,"
$14900

1331464сом
",https://im.mashina.kg/tachka/images//3/a/d/3ada7727a25db053df2a81223da8fb27_240x180.jpg,"

2006г.,3л.,автомат



внедорожник5дв.,дизель

рульслева,380000км
"
LiXiang L9,"
$66500

5942440сом
",https://im.mashina.kg/tachka/images//b/a/f/bafe89b188581943935ee0df0ac0a711_240x180.jpg,"

2023г.,1.5л.,автомат



внедорожник5дв.,гибрид

рульслева,1000км
"
Kia K5 II Седан,"
$15300

1367208сом
",https://im.mashina.kg/tachka/images//8/a/3/8a3b785afe6c1bdac4cc9d07ed600cca_240x180.jpg,"

2018г.,2л.,автомат



седан,газ

рульслева,180000км
"
Mercedes-Benz W124,"
$2798

250000сом
",https://im.mashina.kg/tachka/images//9/1/5/915ffac90aceb89c282b1cb608fd8f87_240x180.jpg,"

1989г.,2.3л.,автомат



универсал,бензин

рульслева,360000км
"
Chevrolet Lanos,"
$2126

190000сом
",https://im.mashina.kg/tachka/images//f/a/f/faf20c69b773c07e9d9dd156c81e07e7_240x180.jpg,"

2006г.,1.5л.,механика



седан,бензин

рульслева,26386км
"
Hyundai Grandeur,"
$16700

1492312сом
",https://im.mashina.kg/tachka/images//2/c/4/2c464d2fec95c760b5a6dd2947758c21_240x180.jpg,"

2018г.,3л.,автомат



седан,газ

рульслева,125000км
"
Daewoo Matiz,"
$4141

370000сом
",https://im.mashina.kg/tachka/images//3/9/5/3952e0f3cc7062f0b7cec17e61b00788_240x180.jpg,"

2007г.,0.8л.,автомат



хэтчбек5дв.,бензин

рульслева,16700км
"
Honda Pilot,"
$41700

3726312сом
",https://im.mashina.kg/tachka/images//d/7/2/d722e68a908b87d0b96d73ac467ea696_240x180.jpg,"

2021г.,3.5л.,автомат



внедорожник5дв.,бензин

рульслева,48000км
"
Audi A6,"
$4252

380000сом
",https://im.mashina.kg/tachka/images//e/3/c/e3c8df1aa6b9d683e760d557c915d44f_240x180.jpg,"

2003г.,2.5л.,вариатор



универсал,дизель

рульслева,250000км
"
ВАЗ (Lada) 2106,"
$2238

200000сом
",https://im.mashina.kg/tachka/images//f/0/9/f09deb98c74016662fdf171d14a4dde2_240x180.jpg,"

2002г.,1.6л.,механика



седан,бензин

рульслева
"
Geely Atlas Pro,"
$22500

2012400сом
",https://im.mashina.kg/tachka/images//c/2/f/c2fdc16ccae5abfbb45a58841f986cd2_240x180.jpg,"

2023г.,1.5л.,автомат



внедорожник5дв.,бензин

рульслева,50км
"
Toyota Avalon,"
$38999

3484951сом
",https://im.mashina.kg/tachka/images//f/b/9/fb93fb6291f104fa00b02f8ed08e5e5a_240x180.jpg,"

2019г.,2.5л.,вариатор



седан,гибрид

рульслева,50000км
"
Lexus LX,"
$53800

4807568сом
",https://im.mashina.kg/tachka/images//e/c/0/ec09bae81f82a20c7ae63575821129bb_240x180.jpg,"

2012г.,5.7л.,автомат



внедорожник5дв.,бензин

рульслева,163000км
"
Honda Fit,"
$4812

430000сом
",https://im.mashina.kg/tachka/images//6/4/2/64212917238c8315ad119d151252130c_240x180.jpg,"

2003г.,1.3л.,вариатор



хэтчбек5дв.,бензин

рульсправа,420000км
"
Tesla Model S,"
$45000

4021200сом
",https://im.mashina.kg/tachka/images//2/e/1/2e1222413ab56683353e1296525f90c3_240x180.jpg,"

2014г.,автомат



лифтбек,электро

рульслева,50000км
"
Toyota Highlander,"
$11500

1027640сом
",https://im.mashina.kg/tachka/images//2/f/8/2f88ce13a0065ccb64be4d695706a09a_240x180.jpg,"

2003г.,3л.,автомат



внедорожник5дв.,бензин

рульслева,225600км
"
Toyota Tundra,"
$78000

6970080сом
",https://im.mashina.kg/tachka/images//1/c/b/1cb40f9e9eee9ebcb5ef9f90883ffa8a_240x180.jpg,"

2020г.,5.7л.,автомат



пикапдвойнаякабина,бензин

рульслева,33000км
"
Land Rover Range Rover,"
$88800

7935168сом
",https://im.mashina.kg/tachka/images//5/e/4/5e4084699c6bb5fcf34cbf06a16887c0_240x180.jpg,"

2018г.,4.4л.,автомат



внедорожник5дв.,дизель

рульслева,146000км
"
Jeep Grand Cherokee,"
$5900

527224сом
",https://im.mashina.kg/tachka/images//2/7/0/270bbeb295a6ce111ac8a0d62b9a6cba_240x180.jpg,"

1995г.,4л.,автомат



внедорожник5дв.,бензин

рульслева
"
Toyota Sequoia,"
$32800

2931008сом
",https://im.mashina.kg/tachka/images//2/5/f/25f76915e8b0e1898d5aaab1761c8d64_240x180.jpg,"

2008г.,5.7л.,автомат



внедорожник5дв.,бензин

рульслева,170000км
"
Nissan Almera Tino,"
$4924

440000сом
",https://im.mashina.kg/tachka/images//8/1/7/817774162a3421eea32b2af95b1f8b51_240x180.jpg,"

2005г.,1.8л.,механика



компактвэн,бензин

рульслева,290000км
"
Lexus LX,"
$31800

2841648сом
",https://im.mashina.kg/tachka/images//9/5/7/9571f50664bb6ffe33d6e12001bf5c5c_240x180.jpg,"

2006г.,4.7л.,автомат



внедорожник5дв.,бензин

рульслева,260000км
"
Lexus LX,"
$38500

3440360сом
",https://im.mashina.kg/tachka/images//a/3/5/a35b2aafaded1397e140483be68e93d4_240x180.jpg,"

2010г.,5.7л.,автомат



внедорожник5дв.,бензин

рульслева,200000км
"
Toyota Land Cruiser Prado,"
$16500

1474440сом
",https://im.mashina.kg/tachka/images//9/f/e/9fed22c80fde5a4cd0db724f164a5edb_240x180.jpg,"

2002г.,3л.,автомат



внедорожник5дв.,дизель

рульслева,212000км
"
Lexus LX,"
$79800

7130928сом
",https://im.mashina.kg/tachka/images//6/b/4/6b446775dc62f876221405d620e7e547_240x180.jpg,"

2017г.,4.5л.,автомат



внедорожник5дв.,дизель

рульслева,140000км
"
BMW X5,"
$44800

4003328сом
",https://im.mashina.kg/tachka/images//2/d/f/2df4a18e3619c683c439f9b219f229fb_240x180.jpg,"

2017г.,3л.,автомат



внедорожник5дв.,дизель

рульслева,130000км
"
Toyota Land Cruiser Prado,"
$22800

2037408сом
",https://im.mashina.kg/tachka/images//0/4/9/0495b630dc270a2aac47e932db6765bd_240x180.jpg,"

2006г.,3л.,автомат



внедорожник5дв.,дизель

рульслева,214000км
"
BMW X5,"
$50800

4539488сом
",https://im.mashina.kg/tachka/images//7/b/c/7bc80ccf084fe61e9a94712031e0e10c_240x180.jpg,"

2016г.,3л.,автомат



внедорожник5дв.,дизель

рульслева,137000км
"
Toyota Wish,"
$8100

723816сом
",https://im.mashina.kg/tachka/images//1/3/e/13e3ea277bb17a7950291197976c0675_240x180.jpg,"

2003г.,1.8л.,автомат



компактвэн,бензин

рульсправа,191231км
"
Lexus LX,"
$55800

4986288сом
",https://im.mashina.kg/tachka/images//1/1/8/11805311d1dc842807a97c488af47c9f_240x180.jpg,"

2013г.,5.7л.,автомат



внедорожник5дв.,бензин

рульслева,160000км
"
Hummer H2,"
$27000

2412720сом
",https://im.mashina.kg/tachka/images//9/6/4/964408c07d4e1b8990317da4b04d64eb_240x180.jpg,"

2006г.,6л.,автомат



внедорожник5дв.,бензин

рульслева
"
BMW X7,"
$152000

13582720сом
",https://im.mashina.kg/tachka/images//0/4/a/04a2a47f34e17b0b5ae0929116adfd21_240x180.jpg,"

2023г.,3л.,автомат



внедорожник5дв.,бензин

рульслева,3000км
"
Hyundai Santa Fe,"
$28200

2519952сом
",https://im.mashina.kg/tachka/images//7/6/5/765579d289f8f3595ebdd3a262df53fd_240x180.jpg,"

2019г.,2л.,автомат



внедорожник5дв.,дизель

рульслева,90000км
"
Hyundai Avante,"
$13800

1233168сом
",https://im.mashina.kg/tachka/images//9/d/e/9de06602527246198ad2b11ff7abedc1_240x180.jpg,"

2018г.,1.6л.,автомат



седан,газ

рульслева,49500км
"
Toyota Camry,"
$27000

2412720сом
",https://im.mashina.kg/tachka/images//9/7/5/975f93c39b1c4cabf4da79dc978688eb_240x180.jpg,"

2023г.,2.5л.,автомат



седан,бензин

рульслева,21км
"
Lexus LX,"
$36000

3216960сом
",https://im.mashina.kg/tachka/images//b/4/3/b4332822aef5330b085a696058cf959e_240x180.jpg,"

2008г.,5.7л.,автомат



внедорожник5дв.,бензин

рульслева,240000км
"
BMW X6,"
$15950

1425292сом
",https://im.mashina.kg/tachka/images//f/1/2/f1264ef78474ed15418c79acd392bdaa_240x180.jpg,"

2008г.,3л.,автомат



внедорожник5дв.,бензин

рульслева,250000км
"
Honda Accord,"
$7000

625520сом
",https://im.mashina.kg/tachka/images//e/e/1/ee1460723760e6012ec586ecc2730d48_240x180.jpg,"

2008г.,2.2л.,механика



универсал,дизель

рульслева,156000км
"
Chevrolet Captiva,"
$8393

750000сом
",https://im.mashina.kg/tachka/images//8/5/7/857a48b92cf7ebf3a2ae06c5190c74a0_240x180.jpg,"

2008г.,2.4л.,автомат



внедорожник5дв.,бензин

рульслева,184541км
"
Mercedes-Benz W124,"
$3133

280000сом
",https://im.mashina.kg/tachka/images//4/d/6/4d6a45b4cd999823e11869056d1dc6cf_240x180.jpg,"

1990г.,2.3л.,автомат



седан,бензин

рульслева,345124км
"
SsangYong Rexton,"
$25000

2234000сом
",https://im.mashina.kg/tachka/images//2/0/1/2011ca7a4350031826a1138bd899fcfe_240x180.jpg,"

2017г.,2.2л.,автомат



внедорожник5дв.,дизель

рульслева,167000км
"
Hyundai Sonata,"
$18500

1653160сом
",https://im.mashina.kg/tachka/images//3/b/f/3bfec558970f731162f68de4e57f068e_240x180.jpg,"

2019г.,2л.,автомат



седан,бензин/газ

рульслева,110000км
"
Toyota Allex,"
$6700

598712сом
",https://im.mashina.kg/tachka/images//9/3/4/934472c5bf41d9208f5321b2fcea6bd5_240x180.jpg,"

2003г.,1.5л.,автомат



хэтчбек5дв.,бензин

рульсправа,215846км
"
Kia Morning,"
$10700

956152сом
",https://im.mashina.kg/tachka/images//8/a/a/8aa8698cb281cd6484e0bc0aabcf8a02_240x180.jpg,"

2018г.,1л.,автомат



хэтчбек5дв.,бензин

рульслева,83000км
"
Honda CR-V,"
$12000

1072320сом
",https://im.mashina.kg/tachka/images//5/e/8/5e82008959d42cbbae6560c2e11e6129_240x180.jpg,"

2004г.,2.4л.,автомат



внедорожник5дв.,бензин

рульслева,130000км
"
Kia Morning,"
$9800

875728сом
",https://im.mashina.kg/tachka/images//e/9/6/e96a857a0c99dc2c1b9755f0bd350b21_240x180.jpg,"

2017г.,1л.,автомат



хэтчбек5дв.,бензин

рульслева,106000км
"
Toyota Avensis,"
$6603

590000сом
",/bundles/client/default/img/no-preview.jpg,"

2005г.,1.8л.,механика



седан,бензин

рульслева,2999км
"
Toyota Camry,"
$29000

2591440сом
",https://im.mashina.kg/tachka/images//6/c/e/6ce8effea677c426fc16a5fbbba5d4da_240x180.jpg,"

2018г.,2.5л.,автомат



седан,бензин

рульслева,47000км
"
BMW 5 серии,"
$7500

670200сом
",https://im.mashina.kg/tachka/images//b/e/9/be97050acc10ca571d34064d2639da1c_240x180.jpg,"

2002г.,2.5л.,механика



седан,бензин

рульслева,327000км
"
Lexus LX,"
$27800

2484208сом
",https://im.mashina.kg/tachka/images//f/2/4/f2409cf3ce77682f586caffbb2e9bfc2_240x180.jpg,"

2007г.,4.7л.,автомат



внедорожник5дв.,бензин

рульслева,173000км
"
Geely Monjaro,"
$30000

2680800сом
",https://im.mashina.kg/tachka/images//c/0/6/c06e54722fe99ad113e8970022606648_240x180.jpg,"

2023г.,2л.,автомат



внедорожник5дв.,бензин

рульслева,40км
"
Voyah Free,"
$42800

3824608сом
",https://im.mashina.kg/tachka/images//c/2/a/c2a582653220820890b44609ba3924fa_240x180.jpg,"

2023г.,1.5л.,автомат



внедорожник5дв.,гибрид

рульслева,10км
"
Voyah Free,"
$42800

3824608сом
",https://im.mashina.kg/tachka/images//d/c/4/dc42d46800ff08f50b7d761002e7e83e_240x180.jpg,"

2023г.,1.5л.,автомат



внедорожник5дв.,гибрид

рульслева,8км
"
Toyota Land Cruiser Prado,"
$13500

1206360сом
",https://im.mashina.kg/tachka/images//7/c/0/7c018882cdbac25c8a8c8cde5974f645_240x180.jpg,"

1999г.,3.4л.,автомат



внедорожник5дв.,бензин

рульсправа,348000км
"
Daihatsu Sirion,"
$4476

400000сом
",https://im.mashina.kg/tachka/images//1/e/9/1e9f5e43cde9a0bf3e2553637cfcf8ef_240x180.jpg,"

2010г.,1л.,механика



хэтчбек5дв.,бензин

рульслева,270000км
"
Voyah Free,"
$42800

3824608сом
",https://im.mashina.kg/tachka/images//3/4/7/347b502b8e75312d84437cfda583d9d4_240x180.jpg,"

2023г.,1.5л.,автомат



внедорожник5дв.,гибрид

рульслева,11км
"
Mercedes-Benz E-класс,"
$7300

652328сом
",https://im.mashina.kg/tachka/images//8/b/2/8b2438fcaf51e47b050980a9fe3b919a_240x180.jpg,"

2001г.,2.6л.,автомат



седан,бензин

рульслева,362000км
"
EXEED RX,"
$32000

2859520сом
",https://im.mashina.kg/tachka/images//5/1/0/51062d753243fa06bc82454bd70d8317_240x180.jpg,"

2023г.,2л.,робот



внедорожник5дв.,бензин

рульслева,10км
"
Zeekr X,"
$38000

3395680сом
",https://im.mashina.kg/tachka/images//2/b/c/2bc31045684a69a8d62510663d345ca8_240x180.jpg,"

2023г.,автомат



внедорожник5дв.,электро

рульслева,7км
"
Kia K7,"
$29000

2591440сом
",https://im.mashina.kg/tachka/images//9/7/1/97132fd9ee6d670c1b76b0a8740f1238_240x180.jpg,"

2019г.,2.5л.,автомат



седан,бензин

рульслева,72900км
"
Voyah Dream,"
$53000

4736080сом
",https://im.mashina.kg/tachka/images//a/0/e/a0e0e19c24eacb2603564d9bfc9c235d_240x180.jpg,"

2023г.,1.5л.,автомат



минивэн,гибрид

рульслева,3км
"
EXEED RX,"
$30900

2761224сом
",https://im.mashina.kg/tachka/images//0/e/8/0e8c50bd87b1c46ef912eafe0e26b2cb_240x180.jpg,"

2023г.,2л.,автомат



внедорожник5дв.,бензин

рульслева,10км
"
LiXiang L7,"
$60000

5361600сом
",https://im.mashina.kg/tachka/images//6/6/1/6619e05e61502a9ee7ca88e6dbeb8b6f_240x180.jpg,"

2023г.,1.5л.,автомат



внедорожник5дв.,гибрид

рульслева,11км
"
LiXiang L9,"
$66000

5897760сом
",https://im.mashina.kg/tachka/images//8/3/0/830c50b1de0fc0dc1f5e80ba2dd85987_240x180.jpg,"

2023г.,1.5л.,автомат



внедорожник5дв.,гибрид

рульслева,1км
"
ВАЗ (Lada) 2107,"
$1846

165000сом
",https://im.mashina.kg/tachka/images//6/0/9/6093fb142dd99a8d64e08d297921eaf6_240x180.jpg,"

2006г.,1.6л.,механика



седан,бензин

рульслева,100000км
"
Honda Accord,"
$18500

1653160сом
",https://im.mashina.kg/tachka/images//1/1/a/11a60ee45c8ecf8df6479def8dd922c5_240x180.jpg,"

2018г.,1.5л.,вариатор



седан,бензин

рульслева,65000км
"
LiXiang L7,"
$59800

5343728сом
",https://im.mashina.kg/tachka/images//1/b/c/1bc47ef726ef5d4b249bce4cc4073e5e_240x180.jpg,"

2023г.,1.5л.,автомат



внедорожник5дв.,гибрид

рульслева,8км
"
Kia K7,"
$17000

1519120сом
",https://im.mashina.kg/tachka/images//d/8/3/d83f968159ec7d0599bca8b73372640b_240x180.jpg,"

2016г.,3л.,автомат



седан,газ

рульслева,208000км
"
BMW 3 серии,"
$6000

536160сом
",https://im.mashina.kg/tachka/images//6/2/2/6228ab4ac698360a705eac614c0ff1a4_240x180.jpg,"

2000г.,2.2л.,механика



седан,бензин

рульслева,300000км
"
Alpina XB7,"
$160000

14297600сом
",https://im.mashina.kg/tachka/images//0/2/5/02544806c2526dccb112351e0b1bede6_240x180.jpg,"

2020г.,4.4л.,автомат



внедорожник5дв.,бензин

рульслева,30000км
"
Hyundai Kona,"
$24500

2189320сом
",https://im.mashina.kg/tachka/images//a/b/9/ab9d05be11bd5ab1b287bd2608c14741_240x180.jpg,"

2021г.,1.6л.,робот



внедорожник5дв.,гибрид

рульслева,1400км
"
Volkswagen ID.4,"

$
28900



$
28500

",https://im.mashina.kg/tachka/images//5/1/e/51eb1911b862f1ba3ee1975fcc1efeb0_240x180.jpg,"

2023г.,автомат



внедорожник5дв.,электро

рульслева,25км
"
Denza D9,"

$
61000



$
59000

",https://im.mashina.kg/tachka/images//2/8/c/28cc7b31d1ef375008dc7b9b0012ab75_240x180.jpg,"

2023г.,1.5л.,автомат



минивэн,гибрид

рульслева,23км
"
LiXiang L7,"
$60500

5406280сом
",https://im.mashina.kg/tachka/images//0/1/5/015e1e7d28763baa6bb56bff04629bbb_240x180.jpg,"

2023г.,1.5л.,автомат



внедорожник5дв.,гибрид

рульслева,12км
"
Lexus NX,"
$25000

2234000сом
",https://im.mashina.kg/tachka/images//0/c/4/0c495cb42005cebd318f72c200aeff4e_240x180.jpg,"

2017г.,2л.,автомат



внедорожник5дв.,бензин

рульслева,55000км
"
Geely Galaxy L7,"
$27500

2457400сом
",https://im.mashina.kg/tachka/images//5/f/d/5fd3138171ffc0b1cf40e420eb088bb4_240x180.jpg,"

2023г.,1.5л.,автомат



внедорожник5дв.,гибрид

рульслева,35км
"
BYD Tang,"

$
42000



$
40500

",https://im.mashina.kg/tachka/images//b/0/6/b0601930053821450a3249eff1e9ca0a_240x180.jpg,"

2023г.,1.5л.,автомат



внедорожник5дв.,гибрид

рульслева,23км
"
Toyota Camry,"
$17200

1536992сом
",https://im.mashina.kg/tachka/images//0/2/9/02927610a15d544a54ef0754f7e81119_240x180.jpg,"

2020г.,2.5л.,автомат



седан,бензин

рульслева,103000км
"
LiXiang L7,"
$60800

5433088сом
",https://im.mashina.kg/tachka/images//d/f/6/df6401ed663033d017b72ede190c69a6_240x180.jpg,"

2023г.,1.5л.,автомат



внедорожник5дв.,гибрид

рульслева,10км
"
Toyota RAV4,"
$15000

1340400сом
",https://im.mashina.kg/tachka/images//f/e/6/fe68292222fbda9149ec40fac833f702_240x180.jpg,"

2011г.,2л.,автомат



внедорожник5дв.,бензин

рульслева,160000км
"
LiXiang L9,"
$67300

6013928сом
",https://im.mashina.kg/tachka/images//3/5/1/35141053ef64776fd22783dac2eeb205_240x180.jpg,"

2023г.,1.5л.,автомат



внедорожник5дв.,гибрид

рульслева,25км
"
